test_number,date_time,B_n_slots,L_payload_size,R_random_seed,H,N,node_id,T_round,T_round_1slot,T_on_round,T_on_without_round,energy_savings
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,7,,,,,
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,8,42144.0,14190.0,24414.0,33262.0,26.600925981600625
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,10,42144.0,14221.0,18646.0,28898.0,35.476503564260504
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,11,42114.0,14190.0,17517.0,31369.0,44.158245401511046
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,13,42175.0,14190.0,23040.0,32927.0,30.02702948947672
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,14,42144.0,14190.0,18432.0,32743.0,43.707051888953366
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,15,42022.0,14129.0,23132.0,29325.0,21.11849957374254
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,16,42175.0,14221.0,25268.0,34940.0,27.681740125930165
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,17,,,,,
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,18,42144.0,14190.0,20782.0,33598.0,38.1451276861718
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,19,,,,,
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,20,42144.0,14190.0,18463.0,30973.0,40.39001711167791
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,22,42144.0,14312.0,24169.0,39151.0,38.267221782329955
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,23,42144.0,14221.0,23834.0,35763.0,33.35570282135167
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,24,42144.0,14190.0,27069.0,36069.0,24.95217499792065
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,25,42144.0,14221.0,17578.0,29144.0,39.6856986000549
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,26,42144.0,14190.0,21636.0,32408.0,33.23870649222414
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,27,42144.0,14190.0,21240.0,34269.0,38.01978464501444
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,28,42144.0,14221.0,21606.0,33568.0,35.635128693994275
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,32,42175.0,14343.0,25238.0,32804.0,23.064260456041946
66874, 2019-06-05T01:15:01+02:00,5,8,9289,4,2,33,42144.0,14190.0,27282.0,34727.0,21.438650041754254
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,1,42144.0,14221.0,21392.0,33505.0,36.15281301298314
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,2,42175.0,14221.0,21545.0,34177.0,36.96052901073821
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,3,42175.0,14282.0,18676.0,32987.0,43.3837572376997
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,4,42144.0,14221.0,20019.0,32651.0,38.687942176349885
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,6,42144.0,14221.0,22674.0,36374.0,37.66426568427998
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,7,42144.0,14221.0,24017.0,35796.0,32.905911275002794
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,8,42144.0,14221.0,20080.0,34178.0,41.2487565100357
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,10,42144.0,14221.0,20599.0,34664.0,40.575236556658204
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,11,42175.0,14221.0,23590.0,36007.0,34.48496125753326
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,13,42175.0,14221.0,20446.0,34574.0,40.86307630010991
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,14,,,,,
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,15,42022.0,14068.0,20202.0,29112.0,30.60593569661995
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,16,42144.0,14221.0,19287.0,31278.0,38.33685018223672
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,17,42175.0,14221.0,19714.0,30271.0,34.874962835717355
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,18,42144.0,14343.0,21911.0,37169.0,41.05033764696387
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,19,42144.0,14251.0,21209.0,36954.0,42.60702494993776
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,20,42144.0,14221.0,21606.0,36160.0,40.248893805309734
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,22,42144.0,14221.0,23345.0,36101.0,35.334201268662916
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,23,42144.0,14221.0,23437.0,35489.0,33.9598185353208
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,24,42144.0,14221.0,24749.0,36649.0,32.470190182542495
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,25,42144.0,14221.0,18341.0,34574.0,46.95146641985307
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,26,,,,,
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,27,42144.0,14221.0,23406.0,37563.0,37.68868301253894
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,28,42175.0,14221.0,22491.0,35398.0,36.46251200632804
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,32,42144.0,14221.0,20629.0,31217.0,33.91741679213249
66875, 2019-06-03T02:21:01+02:00,5,8,11398,4,2,33,42144.0,14282.0,18585.0,32377.0,42.598140655403526
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,1,42114.0,14221.0,22521.0,34207.0,34.162598298593856
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,2,42144.0,14251.0,22583.0,33690.0,32.96823983377857
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,3,42114.0,14221.0,20294.0,30545.0,33.56032083810771
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,4,42114.0,14221.0,21820.0,32163.0,32.1580698317943
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,6,42053.0,14221.0,21484.0,31675.0,32.173638516179956
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,7,42114.0,14282.0,26641.0,42111.0,36.73624468666144
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,8,42175.0,14251.0,22491.0,34391.0,34.602076124567475
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,10,42114.0,14221.0,23773.0,35458.0,32.95448135822664
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,11,42144.0,14251.0,28045.0,38724.0,27.577213097820476
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,13,42114.0,14221.0,23010.0,35519.0,35.217770770573495
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,14,,,,,
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,15,41992.0,14068.0,20996.0,28410.0,26.096444913762763
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,16,42144.0,14221.0,21118.0,31340.0,32.61646458200383
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,17,42114.0,14343.0,23620.0,38694.0,38.95694422907944
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,18,42114.0,14221.0,22186.0,33842.0,34.44240884108504
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,19,42114.0,14373.0,23895.0,39792.0,39.95024125452352
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,20,42114.0,14221.0,21697.0,33994.0,36.174030711301995
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,22,42114.0,14251.0,21514.0,34026.0,36.77188032680891
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,23,42114.0,14221.0,20721.0,33018.0,37.243321824459386
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,24,42114.0,14221.0,22308.0,34086.0,34.55377574370709
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,25,42144.0,14221.0,23742.0,37504.0,36.694752559726965
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,26,42114.0,14282.0,24475.0,34269.0,28.579765969243336
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,27,,,,,
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,28,42114.0,14221.0,21484.0,30453.0,29.451942337372344
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,32,42114.0,14221.0,23132.0,33384.0,30.70932183081716
66876, 2019-06-01T19:05:01+02:00,5,8,13053,4,2,33,42114.0,14251.0,22674.0,33597.0,32.51183141351907
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,1,42144.0,14251.0,24383.0,36222.0,32.684556346971455
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,2,42236.0,14312.0,23864.0,35093.0,31.99783432593395
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,3,42144.0,14312.0,18524.0,30545.0,39.35504992633819
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,4,42144.0,14282.0,22216.0,32743.0,32.15038328803103
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,6,42175.0,14251.0,23803.0,31095.0,23.450715549123654
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,7,42144.0,14190.0,22064.0,36985.0,40.343382452345544
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,8,42144.0,14282.0,21575.0,33475.0,35.54891710231516
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,10,42175.0,14282.0,21148.0,36070.0,41.369559190462994
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,11,42144.0,14190.0,24627.0,31369.0,21.49255634543658
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,13,42144.0,14251.0,22155.0,34422.0,35.63709255708559
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,14,42114.0,14343.0,22857.0,38113.0,40.028336787972606
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,15,42022.0,14129.0,22399.0,28562.0,21.577620614802882
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,16,42175.0,14282.0,20874.0,32102.0,34.97601395551679
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,17,42236.0,14282.0,26733.0,35765.0,25.25373968964071
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,18,42144.0,14282.0,20843.0,33872.0,38.4653991497402
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,19,42144.0,14251.0,22155.0,37197.0,40.43874506008549
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,20,42236.0,14282.0,20843.0,33171.0,37.16499351843478
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,22,42236.0,14251.0,24444.0,35307.0,30.76726994646954
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,23,42144.0,14312.0,21850.0,32529.0,32.82916781948415
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,24,42297.0,14312.0,22338.0,34758.0,35.732780942516825
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,25,42144.0,14190.0,21362.0,35153.0,39.23136005461838
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,26,,,,,
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,27,42144.0,14282.0,21423.0,35550.0,39.73839662447257
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,28,42175.0,14282.0,21331.0,30667.0,30.44314735709395
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,32,42236.0,14282.0,21087.0,32896.0,35.89798151750973
66877, 2019-05-31T23:01:01+02:00,5,8,32237,4,2,33,42236.0,14282.0,22460.0,34147.0,34.2255542214543
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,1,42144.0,14190.0,24200.0,34940.0,30.73840870062965
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,2,42175.0,14221.0,23773.0,34818.0,31.722097765523582
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,3,42175.0,14221.0,22216.0,31829.0,30.202017028496027
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,4,42144.0,14221.0,22216.0,34055.0,34.76435178387902
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,6,42144.0,14282.0,24139.0,35398.0,31.806881744731342
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,7,42144.0,14282.0,21484.0,35369.0,39.2575419152365
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,8,42144.0,14190.0,22216.0,32438.0,31.512423700598063
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,10,42144.0,14312.0,25146.0,36189.0,30.51479731410097
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,11,42144.0,14190.0,24475.0,35276.0,30.618550856106136
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,13,42144.0,14251.0,19195.0,32957.0,41.75744151470097
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,14,42144.0,14282.0,19042.0,35887.0,46.939002981581076
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,15,42083.0,14129.0,24902.0,32104.0,22.43334163967107
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,16,42144.0,14221.0,23712.0,32499.0,27.0377550078464
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,17,42144.0,14190.0,23529.0,36985.0,36.38231715560362
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,18,42144.0,14190.0,22186.0,34636.0,35.94525926781383
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,19,42144.0,14251.0,20812.0,36192.0,42.49557913351017
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,20,42144.0,14251.0,19042.0,36038.0,47.16132970753094
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,22,42144.0,14221.0,24108.0,32927.0,26.783490752270172
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,23,42175.0,14221.0,20538.0,33841.0,39.310304069028696
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,24,42114.0,14190.0,21148.0,32224.0,34.371896722939425
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,25,42144.0,14312.0,19805.0,34818.0,43.11850192429203
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,26,,,,,
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,27,42144.0,14190.0,23620.0,32835.0,28.0645652504949
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,28,42144.0,14190.0,22369.0,29569.0,24.3498258311069
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,32,42236.0,14282.0,27313.0,35977.0,24.082052422380965
66878, 2019-05-30T13:18:01+02:00,5,8,12646,4,2,33,42236.0,14190.0,23162.0,30454.0,23.944309450318514
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,1,42175.0,14221.0,21545.0,32682.0,34.076861881157825
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,2,42175.0,14190.0,22888.0,32467.0,29.503803862383343
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,3,42175.0,14190.0,17883.0,29599.0,39.58241832494341
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,4,42175.0,14190.0,19317.0,31675.0,39.01499605367009
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,6,42144.0,14221.0,21148.0,33781.0,37.39676149314703
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,7,42175.0,14282.0,24291.0,39793.0,38.95660040710678
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,8,42144.0,14251.0,19805.0,31125.0,36.369477911646584
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,10,42144.0,14221.0,19989.0,31920.0,37.37781954887218
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,11,42144.0,14221.0,23376.0,35123.0,33.44532073000598
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,13,42144.0,14221.0,23529.0,35521.0,33.76031080206075
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,14,,,,,
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,15,42022.0,14068.0,22186.0,26731.0,17.00273091167558
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,16,42144.0,14190.0,17822.0,31065.0,42.62996941896024
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,17,42144.0,14251.0,23406.0,35551.0,34.162189530533595
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,18,42144.0,14190.0,21148.0,34177.0,38.12212891710799
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,19,42205.0,14190.0,24871.0,32866.0,24.32605123836183
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,20,42083.0,14221.0,21911.0,31491.0,30.421390238480832
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,22,42175.0,14221.0,22003.0,34453.0,36.13618552811076
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,23,42144.0,14190.0,22064.0,33750.0,34.62518518518519
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,24,42144.0,14343.0,24139.0,39029.0,38.1511183991391
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,25,42144.0,14221.0,20568.0,33079.0,37.82157864506182
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,26,42144.0,14190.0,23315.0,34971.0,33.33047382116611
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,27,42144.0,14190.0,20538.0,34452.0,40.38662486938349
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,28,,,,,
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,32,42205.0,14221.0,19256.0,31217.0,38.315661338373324
66879, 2019-05-31T10:25:01+02:00,5,8,27229,4,2,33,42144.0,14190.0,19256.0,29508.0,34.74312050969229
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,1,42175.0,14190.0,19439.0,29019.0,33.012853647610186
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,2,42144.0,14190.0,18615.0,29110.0,36.05290278254895
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,3,42144.0,14190.0,16967.0,30301.0,44.00514834493911
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,4,42175.0,14190.0,17211.0,27555.0,37.539466521502455
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,6,42144.0,14190.0,21881.0,32133.0,31.90489527899667
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,7,42144.0,14190.0,24536.0,37016.0,33.71515020531662
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,8,42144.0,14190.0,17974.0,28227.0,36.32337832571651
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,10,42175.0,14282.0,22735.0,34726.0,34.53032310084663
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,11,42144.0,14251.0,26031.0,37840.0,31.20771670190275
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,13,42144.0,14190.0,22705.0,35916.0,36.78304933734269
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,14,,,,,
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,15,42022.0,14068.0,17333.0,24045.0,27.91432730297359
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,16,42144.0,14221.0,18646.0,29691.0,37.199824862753026
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,17,42144.0,14312.0,24353.0,38602.0,36.91259520232112
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,18,42144.0,14190.0,21331.0,32774.0,34.914871544517
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,19,42144.0,14190.0,25238.0,35367.0,28.63969236859219
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,20,42144.0,14190.0,20568.0,33721.0,39.005367575101566
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,22,42175.0,14221.0,19226.0,32224.0,40.33639523336643
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,23,42144.0,14190.0,22338.0,33780.0,33.8721136767318
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,24,42144.0,14221.0,21972.0,33841.0,35.072840637097016
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,25,42144.0,14190.0,21270.0,32865.0,35.280693747147424
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,26,42144.0,14221.0,25848.0,36923.0,29.99485415594616
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,27,42144.0,14221.0,21362.0,35093.0,39.127461317071784
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,28,42175.0,14190.0,20172.0,29600.0,31.851351351351354
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,32,42175.0,14190.0,19439.0,29844.0,34.86462940624581
66880, 2019-05-31T17:46:01+02:00,5,8,1139,4,2,33,42144.0,14160.0,17089.0,27311.0,37.428142506682285
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,1,42236.0,14190.0,24719.0,34787.0,28.941846091930895
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,2,42175.0,14190.0,23010.0,34452.0,33.211424590734936
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,3,42144.0,14221.0,22094.0,33293.0,33.63770161895894
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,4,42175.0,14190.0,22308.0,35154.0,36.54207202594299
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,6,42144.0,14190.0,28350.0,36160.0,21.59845132743363
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,7,42144.0,14190.0,22735.0,37321.0,39.082554058037026
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,8,42236.0,14221.0,23376.0,35185.0,33.562597697882616
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,10,42175.0,14221.0,25512.0,37686.0,32.303773284508836
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,11,,,,,
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,13,42144.0,14190.0,22003.0,34849.0,36.861889867715
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,14,42236.0,14282.0,26184.0,39549.0,33.79352196010013
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,15,42022.0,14068.0,23742.0,30058.0,21.01270876305809
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,16,42236.0,14221.0,22460.0,32896.0,31.724221789883266
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,17,,,,,
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,18,42144.0,14221.0,22216.0,36740.0,39.53184540010887
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,19,42144.0,14221.0,24719.0,34116.0,27.544260757415874
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,20,42144.0,14190.0,20416.0,33934.0,39.83615253138445
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,22,42144.0,14282.0,24047.0,37107.0,35.19551567089768
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,23,42175.0,14221.0,23468.0,36222.0,35.2106454640826
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,24,42236.0,14190.0,22918.0,35489.0,35.42224351207416
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,25,42144.0,14190.0,23986.0,33872.0,29.18634860651866
66881, 2019-06-01T04:30:01+02:00,5,8,243,4,2,26,42266.0,14251.0,24475.0,37534.0,34.79245484094421
