test_number,date_time,B_n_slots,L_payload_size,R_random_seed,H,N,T_round,energy_savings
68983, 2019-06-17T01:25:01+02:00,30,16,13191,4,2,276397.0,33.76567709814492
68984, 2019-06-13T09:55:01+02:00,30,16,14166,4,2,276458.0,35.32828597067027
68985, 2019-06-16T04:32:01+02:00,30,16,26348,4,2,276397.0,34.699411154578044
68986, 2019-06-16T04:04:01+02:00,30,16,1320,4,2,276428.0,36.16114512971601
68987, 2019-06-18T03:33:01+02:00,30,16,20015,4,2,276397.0,35.52845493208707
68988, 2019-06-15T09:38:01+02:00,30,16,13496,4,2,276428.0,34.16582891953126
68989, 2019-06-15T01:49:01+02:00,30,16,2726,4,2,276489.0,35.060016058228626
68990, 2019-06-18T11:22:01+02:00,30,16,19062,4,2,276489.0,35.08311678921558
68991, 2019-06-18T14:24:01+02:00,30,16,12958,4,2,276458.0,35.0765306122449
68992, 2019-06-13T11:26:01+02:00,30,16,32287,4,2,276519.0,35.29961886084368
68993, 2019-06-19T03:07:01+02:00,30,16,20764,4,2,276458.0,35.03683873329672
68994, 2019-06-15T05:54:01+02:00,30,16,17814,4,2,276458.0,34.327568963601315
68995, 2019-06-19T16:18:01+02:00,30,16,27630,4,2,276428.0,34.63294902301115
68996, 2019-06-14T15:33:01+02:00,30,16,29160,4,2,276367.0,34.203090585210475
68997, 2019-06-13T02:06:01+02:00,30,16,29095,4,2,276428.0,35.42065547922063
68998, 2019-06-18T02:51:01+02:00,30,16,3176,4,2,276458.0,32.999882627446084
68999, 2019-06-14T00:37:01+02:00,30,16,17431,4,2,276458.0,34.826562349642415
69000, 2019-06-16T17:01:01+02:00,30,16,8792,4,2,276397.0,36.58276376837735
69001, 2019-06-13T20:39:01+02:00,30,16,15249,4,2,276458.0,36.32844598099477
69002, 2019-06-13T04:40:01+02:00,30,16,2990,4,2,276397.0,34.38809327051459
69003, 2019-06-19T02:39:01+02:00,30,16,12502,4,2,276397.0,34.58567640104799
69004, 2019-06-16T20:52:01+02:00,30,16,19169,4,2,276489.0,35.09751052036998
69005, 2019-06-13T16:34:01+02:00,30,16,6023,4,2,276428.0,34.57565705323106
69006, 2019-06-19T09:11:01+02:00,30,16,3020,4,2,276428.0,34.033471469984434
69007, 2019-06-19T15:57:01+02:00,30,16,20534,4,2,276428.0,35.17640357992981
69008, 2019-06-13T08:17:01+02:00,30,16,11083,4,2,276428.0,34.25526039355968
69009, 2019-06-14T19:10:01+02:00,30,16,29762,4,2,276458.0,33.121083172147
69010, 2019-06-17T10:59:01+02:00,30,16,12826,4,2,276428.0,34.17973324434793
69011, 2019-06-18T13:35:01+02:00,30,16,26362,4,2,276428.0,34.81036734341727
69012, 2019-06-17T23:07:01+02:00,30,16,28148,4,2,276428.0,33.72410081284124
69013, 2019-06-18T11:08:01+02:00,30,16,14366,4,2,276397.0,34.05415690088952
69014, 2019-06-19T18:03:01+02:00,30,16,22636,4,2,276489.0,33.29311189603855
69015, 2019-06-15T18:09:01+02:00,30,16,14004,4,2,276489.0,34.358309819075245
69016, 2019-06-17T04:27:01+02:00,30,16,13878,4,2,276428.0,36.779167775003074
69017, 2019-06-15T16:17:01+02:00,30,16,21777,4,2,276458.0,37.12514097003553
69018, 2019-06-13T19:22:01+02:00,30,16,17007,4,2,276489.0,34.90906723382091
69019, 2019-06-17T10:10:01+02:00,30,16,4020,4,2,276489.0,33.149523761746366
69020, 2019-06-19T14:26:01+02:00,30,16,32007,4,2,276458.0,33.43579106951716
69021, 2019-06-17T22:53:01+02:00,30,16,26163,4,2,276428.0,34.91096254233584
69022, 2019-06-18T13:21:01+02:00,30,16,10315,4,2,276428.0,34.8087931135741
69023, 2019-06-14T21:30:01+02:00,30,16,7355,4,2,276458.0,35.029252656618816
69024, 2019-06-15T17:41:01+02:00,30,16,12728,4,2,276428.0,34.82418041159281
69025, 2019-06-15T22:14:01+02:00,30,16,21105,4,2,276367.0,35.90684572068798
69026, 2019-06-14T06:06:01+02:00,30,16,8836,4,2,276458.0,34.42811050237743
69027, 2019-06-17T05:02:01+02:00,30,16,23908,4,2,276458.0,34.493233854951306
69028, 2019-06-14T20:55:01+02:00,30,16,932,4,2,276458.0,33.46535242911731
69029, 2019-06-13T22:38:01+02:00,30,16,27287,4,2,276397.0,34.96962696628346
69030, 2019-06-18T21:10:01+02:00,30,16,9537,4,2,276428.0,32.822654391600224
69031, 2019-06-17T15:25:01+02:00,30,16,2551,4,2,276458.0,32.34895187976282
69032, 2019-06-17T16:42:01+02:00,30,16,15585,4,2,276458.0,32.57910594914635
69033, 2019-06-15T09:10:01+02:00,30,16,22944,4,2,276428.0,35.29388555757039
69034, 2019-06-14T06:20:01+02:00,30,16,14718,4,2,276458.0,34.18588148394685
69035, 2019-06-16T12:28:01+02:00,5,64,6770,4,2,104675.0,18.726680632164317
69036, 2019-06-17T09:21:01+02:00,5,64,26496,4,2,104675.0,11.537328120586718
69037, 2019-06-13T03:58:01+02:00,5,64,1185,4,2,104705.0,14.536792329845103
69038, 2019-06-14T10:39:01+02:00,5,64,7770,4,2,104675.0,12.341462122622698
69039, 2019-06-15T20:01:01+02:00,5,64,2058,4,2,104644.0,11.67681316105351
69040, 2019-06-14T18:35:01+02:00,5,64,11715,4,2,104644.0,12.702668857815544
69041, 2019-06-17T07:50:01+02:00,5,64,16812,4,2,104675.0,13.049804830112002
69042, 2019-06-18T08:41:01+02:00,5,64,29177,4,2,104644.0,14.220492320639597
69043, 2019-06-20T00:00:01+02:00,5,64,15737,4,2,104705.0,11.709722371100868
69044, 2019-06-18T18:29:01+02:00,5,64,21039,4,2,104675.0,13.913089081015004
69045, 2019-06-18T23:02:01+02:00,5,64,11978,4,2,104644.0,15.15688598073059
69046, 2019-06-16T06:52:01+02:00,5,64,29153,4,2,104675.0,13.308590323543463
69047, 2019-06-19T01:29:01+02:00,5,64,10194,4,2,104675.0,12.179913598082589
69048, 2019-06-14T11:42:01+02:00,5,64,12736,4,2,104675.0,14.81960480745514
69049, 2019-06-14T23:43:01+02:00,5,64,16687,4,2,104675.0,13.551625025406315
69050, 2019-06-13T22:45:01+02:00,5,64,24898,4,2,104644.0,17.163987926175917
69051, 2019-06-19T04:38:01+02:00,5,64,12393,4,2,104675.0,15.550447972853455
69052, 2019-06-19T22:08:01+02:00,5,64,2609,4,2,104705.0,15.254607123803137
69053, 2019-06-18T14:45:01+02:00,5,64,16489,4,2,104736.0,15.063292627026009
69054, 2019-06-14T00:23:01+02:00,5,64,29554,4,2,104675.0,12.615454243674716
69055, 2019-06-19T19:48:01+02:00,5,64,24034,4,2,104675.0,11.984425071499949
69056, 2019-06-13T19:36:01+02:00,5,64,30932,4,2,104705.0,13.380035705969107
69057, 2019-06-16T05:35:01+02:00,5,64,25548,4,2,104644.0,10.930012541799499
69058, 2019-06-16T20:45:01+02:00,5,64,3969,4,2,104675.0,9.933319495615173
69059, 2019-06-14T22:12:01+02:00,5,64,18975,4,2,104614.0,15.864543337319823
69060, 2019-06-18T05:18:01+02:00,5,64,51,4,2,104675.0,14.617943997896205
69061, 2019-06-17T02:21:01+02:00,5,64,6388,4,2,104675.0,17.26038985616517
69062, 2019-06-18T07:52:01+02:00,5,64,29148,4,2,104705.0,14.148461881408828
69063, 2019-06-15T21:04:01+02:00,5,64,17652,4,2,104705.0,11.650980978539604
69064, 2019-06-17T22:11:01+02:00,5,64,19916,4,2,104705.0,13.006191178503741
69065, 2019-06-15T15:35:01+02:00,5,64,21116,4,2,104675.0,10.359413917375152
69066, 2019-06-14T13:34:01+02:00,5,64,3261,4,2,104675.0,14.706582363094853
69067, 2019-06-16T15:30:01+02:00,5,64,29844,4,2,104644.0,13.326879822505543
69068, 2019-06-16T19:56:01+02:00,5,64,2954,4,2,104644.0,13.039707379614615
69069, 2019-06-18T05:53:01+02:00,5,64,2981,4,2,104614.0,13.741813261163735
69070, 2019-06-16T08:23:01+02:00,5,64,4263,4,2,104644.0,11.781959717773834
69071, 2019-06-14T05:31:01+02:00,5,64,16513,4,2,104644.0,12.941013115209351
69072, 2019-06-13T01:31:01+02:00,5,64,19703,4,2,104644.0,11.262909476692576
69073, 2019-06-19T01:36:01+02:00,5,64,21655,4,2,104675.0,15.061764480099642
69074, 2019-06-16T18:04:01+02:00,5,64,15747,4,2,104644.0,11.456702849619383
69075, 2019-06-19T03:49:01+02:00,5,64,12468,4,2,104614.0,14.06354456211956
69076, 2019-06-19T13:44:01+02:00,5,64,379,4,2,104675.0,14.700077233330472
69077, 2019-06-16T18:18:01+02:00,5,64,3062,4,2,104614.0,13.699986355275316
69078, 2019-06-15T02:17:01+02:00,5,64,4895,4,2,104644.0,8.068416380440949
69079, 2019-06-14T05:03:01+02:00,5,64,459,4,2,104705.0,11.979455254726489
69080, 2019-06-15T18:51:01+02:00,5,64,29125,4,2,104736.0,15.801566994761002
69081, 2019-06-18T21:45:01+02:00,5,64,31083,4,2,104705.0,13.713041848262975
69082, 2019-06-17T09:35:01+02:00,5,64,6856,4,2,104644.0,17.950157762447187
69083, 2019-06-14T13:55:01+02:00,5,64,9148,4,2,104675.0,14.565672886884146
69084, 2019-06-18T05:32:01+02:00,5,64,20083,4,2,104675.0,11.915881008241358
69085, 2019-06-17T00:22:01+02:00,5,64,20810,4,2,104705.0,13.565833849832961
69086, 2019-06-16T17:29:01+02:00,5,64,16662,4,2,104705.0,10.793338548831855
69087, 2019-06-19T22:29:01+02:00,5,64,1872,4,2,104675.0,16.158721954824966
69088, 2019-06-17T02:14:01+02:00,5,64,7970,4,2,104675.0,11.780942722413979
69089, 2019-06-14T07:44:01+02:00,5,64,31027,4,2,104614.0,14.802748069976627
69090, 2019-06-16T10:22:01+02:00,5,64,11710,4,2,104736.0,14.103054285298477
69091, 2019-06-15T23:24:01+02:00,5,64,2999,4,2,104644.0,12.35911240817148
69092, 2019-06-14T01:40:01+02:00,5,64,32572,4,2,104705.0,13.293532542797838
69093, 2019-06-15T00:18:01+02:00,5,64,26038,4,2,104736.0,9.7536063502874
69094, 2019-06-13T18:26:01+02:00,5,64,10696,4,2,104675.0,10.782128227057552
69095, 2019-06-19T21:33:01+02:00,10,64,4324,4,2,202026.0,15.288459048654806
69096, 2019-06-14T00:16:01+02:00,10,64,14814,4,2,201995.0,15.640746838982261
69097, 2019-06-16T08:58:01+02:00,10,64,17974,4,2,201995.0,15.162458794714862
69098, 2019-06-19T23:53:01+02:00,10,64,18570,4,2,201965.0,14.059068856923993
69099, 2019-06-18T09:30:01+02:00,10,64,17879,4,2,201965.0,13.865035107632117
69100, 2019-06-18T01:41:01+02:00,10,64,22229,4,2,202026.0,17.246942840293308
69101, 2019-06-15T06:29:01+02:00,10,64,17237,4,2,201995.0,17.100364005940225
69102, 2019-06-17T01:46:01+02:00,10,64,24601,4,2,201995.0,14.633996779605596
69103, 2019-06-18T12:46:01+02:00,10,64,20042,4,2,202026.0,16.154629100579925
69104, 2019-06-15T12:05:01+02:00,10,64,13916,4,2,201965.0,15.360846217942784
69105, 2019-06-16T19:28:01+02:00,10,64,27826,4,2,202026.0,15.752774761131159
69106, 2019-06-15T21:25:01+02:00,10,64,27488,4,2,201995.0,13.842011429687881
69107, 2019-06-15T11:30:01+02:00,10,64,27132,4,2,202056.0,14.953640459235576
69108, 2019-06-14T08:54:01+02:00,10,64,12668,4,2,201995.0,15.943357976828793
69109, 2019-06-19T23:32:01+02:00,10,64,32676,4,2,202056.0,13.744717896549025
69110, 2019-06-16T09:26:01+02:00,10,64,5847,4,2,202026.0,15.231931822725379
69111, 2019-06-14T12:17:01+02:00,10,64,22835,4,2,202056.0,14.209944347412167
69112, 2019-06-15T03:27:01+02:00,10,64,7329,4,2,202026.0,19.267360851000078
69113, 2019-06-13T04:19:01+02:00,10,64,12527,4,2,202056.0,14.437748253663882
69114, 2019-06-14T15:47:01+02:00,10,64,19277,4,2,202056.0,15.145370584428647
69115, 2019-06-19T19:06:01+02:00,10,64,19887,4,2,201934.0,13.706409431089934
69116, 2019-06-19T01:15:01+02:00,10,64,8068,4,2,202026.0,14.146217058656843
69117, 2019-06-15T16:24:01+02:00,10,64,5170,4,2,202026.0,15.134225067994603
69118, 2019-06-17T19:58:01+02:00,10,64,30784,4,2,202026.0,19.4901118668796
69119, 2019-06-19T07:33:01+02:00,10,64,21355,4,2,202026.0,16.091163929672312
69120, 2019-06-18T01:20:01+02:00,10,64,16465,4,2,201995.0,14.820824596710464
69121, 2019-06-13T17:37:01+02:00,10,64,15827,4,2,201995.0,17.650209278211364
69122, 2019-06-17T23:56:01+02:00,10,64,30305,4,2,202026.0,17.06796526143667
69123, 2019-06-15T13:43:01+02:00,10,64,7525,4,2,202026.0,12.861507508798951
69124, 2019-06-19T18:24:01+02:00,10,64,16902,4,2,201995.0,16.34575669962827
69125, 2019-06-14T20:20:01+02:00,10,64,15490,4,2,201995.0,15.206643917521735
69126, 2019-06-16T13:52:01+02:00,10,64,30753,4,2,202026.0,12.939923478281422
69127, 2019-06-17T19:44:01+02:00,10,64,14192,4,2,202026.0,15.246239329142094
69128, 2019-06-19T16:39:01+02:00,10,64,24940,4,2,201995.0,17.64910499072773
69129, 2019-06-13T08:31:01+02:00,10,64,6684,4,2,202117.0,15.046893123446562
69130, 2019-06-16T05:42:01+02:00,10,64,221,4,2,202026.0,16.222625578942857
69131, 2019-06-14T09:50:01+02:00,10,64,11632,4,2,202056.0,15.246381477322021
69132, 2019-06-14T17:32:01+02:00,10,64,13779,4,2,202056.0,14.615762322013861
69133, 2019-06-18T17:12:01+02:00,10,64,16379,4,2,202026.0,15.124372516381403
69134, 2019-06-16T16:19:01+02:00,10,64,29501,4,2,202087.0,14.371764508751184
69135, 2019-06-18T09:16:01+02:00,10,64,7368,4,2,202026.0,12.759515733960002
69136, 2019-06-15T22:28:01+02:00,10,64,10855,4,2,201995.0,14.887007840255068
69137, 2019-06-18T06:49:01+02:00,10,64,17063,4,2,201995.0,14.80266874229148
69138, 2019-06-18T23:51:01+02:00,10,64,21695,4,2,201965.0,15.07631862801222
69139, 2019-06-18T01:34:01+02:00,10,64,20023,4,2,201995.0,16.575823102263048
69140, 2019-06-17T20:19:01+02:00,10,64,17274,4,2,202026.0,16.307988611622847
69141, 2019-06-19T13:16:01+02:00,10,64,25046,4,2,201995.0,13.983954384270113
69142, 2019-06-15T20:08:01+02:00,10,64,3846,4,2,202026.0,13.98504667824868
69143, 2019-06-16T19:00:01+02:00,10,64,31057,4,2,202026.0,16.213541939501884
69144, 2019-06-17T12:30:01+02:00,10,64,32570,4,2,202087.0,17.037485032866602
69145, 2019-06-16T01:09:01+02:00,10,64,29931,4,2,201995.0,12.72036869556599
69146, 2019-06-13T17:51:01+02:00,10,64,9510,4,2,202026.0,14.663559368600016
69147, 2019-06-15T16:10:01+02:00,10,64,10922,4,2,202026.0,18.215095367916998
69148, 2019-06-18T15:48:01+02:00,10,64,21235,4,2,202056.0,13.04246299755712
69149, 2019-06-17T06:47:01+02:00,10,64,5460,4,2,201965.0,14.233341590023759
69150, 2019-06-13T11:47:01+02:00,10,64,19498,4,2,201934.0,14.17818326286217
69151, 2019-06-16T10:50:01+02:00,10,64,16937,4,2,202056.0,15.38724727518831
69152, 2019-06-18T14:38:01+02:00,10,64,32526,4,2,201934.0,16.350543715926648
69153, 2019-06-14T10:04:01+02:00,10,64,27661,4,2,201995.0,11.539397035037153
69154, 2019-06-16T04:18:01+02:00,10,64,16410,4,2,201965.0,17.198172564605642
69155, 2019-06-19T10:07:01+02:00,30,64,21581,4,2,591400.0,15.893749961117413
69156, 2019-06-18T03:40:01+02:00,30,64,22985,4,2,591400.0,14.673855433456447
69157, 2019-06-14T09:22:01+02:00,30,64,9790,4,2,591461.0,17.50396538306188
69158, 2019-06-19T22:22:01+02:00,30,64,9281,4,2,591430.0,15.933310040005253
69159, 2019-06-19T06:44:01+02:00,30,64,17608,4,2,591369.0,15.44889353974947
69160, 2019-06-19T18:59:01+02:00,30,64,27415,4,2,591522.0,16.82440561742077
69161, 2019-06-19T05:13:01+02:00,30,64,30034,4,2,591400.0,16.132149772521608
69162, 2019-06-15T03:55:01+02:00,30,64,9614,4,2,591339.0,15.000185314343668
69163, 2019-06-16T21:48:01+02:00,30,64,21336,4,2,591369.0,17.312835518192973
69164, 2019-06-18T17:47:01+02:00,30,64,23888,4,2,591461.0,16.26458281144383
69165, 2019-06-16T06:03:01+02:00,30,64,447,4,2,591400.0,16.348929839264024
69166, 2019-06-14T14:58:01+02:00,30,64,20764,4,2,591430.0,15.732214062066467
69167, 2019-06-19T13:58:01+02:00,30,64,30150,4,2,591400.0,20.68478381078743
69168, 2019-06-15T21:39:01+02:00,30,64,30766,4,2,591461.0,17.440650049909422
69169, 2019-06-17T22:04:01+02:00,30,64,31030,4,2,591400.0,14.849450438972198
69170, 2019-06-18T22:06:01+02:00,30,64,8972,4,2,591400.0,17.144504684589215
69171, 2019-06-18T11:50:01+02:00,30,64,1487,4,2,591430.0,16.197228771335485
69172, 2019-06-13T12:01:01+02:00,30,64,14090,4,2,591339.0,16.896637227148453
69173, 2019-06-18T17:54:01+02:00,30,64,14512,4,2,591400.0,16.121850687400183
69174, 2019-06-19T22:15:01+02:00,30,64,8965,4,2,591400.0,14.229741570822071
69175, 2019-06-19T22:50:01+02:00,30,64,27793,4,2,591461.0,15.763778854972923
69176, 2019-06-19T21:47:01+02:00,30,64,12801,4,2,591430.0,16.439151133573066
69177, 2019-06-13T17:16:01+02:00,30,64,1266,4,2,591369.0,16.489087125550483
69178, 2019-06-13T14:56:01+02:00,30,64,30440,4,2,591491.0,17.166886915188954
69179, 2019-06-13T03:23:01+02:00,30,64,28832,4,2,591369.0,15.992464117736024
69180, 2019-06-15T19:19:01+02:00,30,64,14340,4,2,591461.0,17.069620547031874
69181, 2019-06-14T20:27:01+02:00,30,64,4789,4,2,591400.0,13.274612628853056
69182, 2019-06-17T06:05:01+02:00,30,64,25403,4,2,591400.0,16.233555173905625
69183, 2019-06-15T03:41:01+02:00,30,64,4990,4,2,591430.0,17.5828435305155
69184, 2019-06-17T23:00:01+02:00,30,64,29371,4,2,591400.0,14.261663593692248
69185, 2019-06-15T10:55:01+02:00,30,64,28939,4,2,591430.0,16.244294868710696
69186, 2019-06-17T06:26:01+02:00,30,64,20473,4,2,591430.0,13.898473167791062
69187, 2019-06-19T05:27:01+02:00,30,64,14467,4,2,591400.0,15.100899608747357
69188, 2019-06-18T01:13:01+02:00,30,64,25430,4,2,591461.0,16.75963364900421
69189, 2019-06-15T15:07:01+02:00,30,64,32468,4,2,591430.0,16.08274753593485
69190, 2019-06-13T12:50:01+02:00,30,64,27969,4,2,591400.0,17.319432297389916
69191, 2019-06-18T04:57:01+02:00,30,64,15695,4,2,591430.0,16.983297571268686
69192, 2019-06-18T12:25:01+02:00,30,64,27179,4,2,591461.0,17.017386264273608
69193, 2019-06-17T13:26:01+02:00,30,64,6016,4,2,591430.0,16.26248815305961
69194, 2019-06-15T21:53:01+02:00,30,64,2623,4,2,591400.0,17.27905997626976
69195, 2019-06-13T10:44:01+02:00,30,64,10149,4,2,591400.0,18.506262699204264
69196, 2019-06-19T21:40:01+02:00,30,64,2459,4,2,591461.0,14.621750611371292
69197, 2019-06-19T06:09:01+02:00,30,64,31915,4,2,591430.0,17.800897971822263
69198, 2019-06-18T04:29:01+02:00,30,64,28888,4,2,591461.0,15.687413065369544
69199, 2019-06-17T20:12:01+02:00,30,64,19373,4,2,591430.0,16.42486745581692
69200, 2019-06-18T14:31:01+02:00,30,64,30633,4,2,591400.0,15.102121222550016
69201, 2019-06-19T05:34:01+02:00,30,64,17105,4,2,591430.0,16.31843864837134
69202, 2019-06-16T02:40:01+02:00,30,64,27501,4,2,591430.0,17.942925829135127
69203, 2019-06-16T12:21:01+02:00,30,64,18408,4,2,591491.0,16.09169560967679
69204, 2019-06-17T13:47:01+02:00,30,64,25451,4,2,591461.0,16.3983816474154
69205, 2019-06-18T11:36:01+02:00,30,64,25210,4,2,591430.0,16.123200972811073
69206, 2019-06-16T07:06:01+02:00,30,64,14268,4,2,591430.0,18.111944743685903
69207, 2019-06-14T03:32:01+02:00,30,64,24959,4,2,591430.0,15.656831939332593
69208, 2019-06-18T02:44:01+02:00,30,64,15946,4,2,591430.0,15.753623486867376
69209, 2019-06-18T05:46:01+02:00,30,64,6646,4,2,591430.0,14.273036323565794
69210, 2019-06-13T08:38:01+02:00,30,64,1895,4,2,591461.0,16.266693272992192
69211, 2019-06-17T13:54:01+02:00,30,64,23521,4,2,591400.0,17.00543118754073
69212, 2019-06-16T21:27:01+02:00,30,64,1286,4,2,591461.0,15.643090915071378
69213, 2019-06-16T11:18:01+02:00,30,64,11126,4,2,591400.0,17.04072232527373
69214, 2019-06-15T19:47:01+02:00,30,64,6275,4,2,591339.0,18.464339168528856
