test_number,date_time,B_n_slots,L_payload_size,R_random_seed,H,N,T_round,energy_savings
75310, 2019-10-17T12:15:01+02:00,10,8,6509,4,2,77148.0,39.22914393824313
75311, 2019-10-18T05:03:01+02:00,10,8,24720,4,2,77117.0,37.9600691810541
75312, 2019-10-21T23:28:01+02:00,10,8,5304,4,2,77209.0,37.12685781651299
75313, 2019-10-23T21:33:01+02:00,10,8,7300,4,2,77087.0,40.995057103828984
75314, 2019-10-22T09:51:01+02:00,10,8,13798,4,2,77178.0,38.972916474530415
75315, 2019-10-18T01:47:01+02:00,10,8,20770,4,2,77148.0,40.00528548986214
75316, 2019-10-17T21:21:01+02:00,10,8,17131,4,2,77209.0,40.145305798495045
75317, 2019-10-22T18:36:01+02:00,10,8,1650,4,2,77178.0,39.47882736156352
75318, 2019-10-21T00:50:01+02:00,10,8,27868,4,2,77148.0,39.264055746380265
75319, 2019-10-20T15:37:01+02:00,10,8,20797,4,2,77178.0,40.85918996618653
75320, 2019-10-17T08:17:01+02:00,10,8,11390,4,2,77117.0,39.66096130601525
75321, 2019-10-23T01:22:01+02:00,10,8,13099,4,2,77209.0,40.47499334536098
75322, 2019-10-20T00:41:01+02:00,10,8,23663,4,2,77209.0,38.178528798457094
75323, 2019-10-20T22:02:01+02:00,10,8,16812,4,2,77209.0,39.46181473953838
75324, 2019-10-23T18:38:01+02:00,10,8,5287,4,2,77117.0,38.15096973045273
75325, 2019-10-21T10:59:01+02:00,10,8,23676,4,2,77209.0,40.04358834652735
75326, 2019-10-20T09:40:01+02:00,10,8,12046,4,2,77209.0,39.20401683526545
75327, 2019-10-20T15:16:01+02:00,10,8,28591,4,2,77117.0,36.80089401366726
75328, 2019-10-18T01:26:01+02:00,10,8,321,4,2,77148.0,38.779122613978856
75329, 2019-10-17T19:50:01+02:00,10,8,262,4,2,77178.0,39.16761776707681
75330, 2019-10-18T02:50:01+02:00,10,8,26073,4,2,77117.0,39.63014837948788
75331, 2019-10-22T08:13:01+02:00,10,8,21634,4,2,77209.0,35.639637269321156
75332, 2019-10-22T04:01:01+02:00,10,8,22210,4,2,77178.0,36.08849709378394
75333, 2019-10-18T06:13:01+02:00,10,8,16922,4,2,77209.0,37.62910729437926
75334, 2019-10-18T22:33:01+02:00,10,8,29097,4,2,77209.0,39.98333275502397
75335, 2019-10-23T19:06:01+02:00,10,8,677,4,2,77148.0,39.92075078206465
75336, 2019-10-17T23:27:01+02:00,10,8,16816,4,2,77239.0,38.914821906103136
75337, 2019-10-23T01:15:01+02:00,10,8,6587,4,2,77209.0,38.56985578948799
75338, 2019-10-17T11:33:01+02:00,10,8,22874,4,2,77209.0,38.7933034974308
75339, 2019-10-23T18:31:01+02:00,10,8,30785,4,2,77148.0,40.033840407361886
75340, 2019-10-21T01:04:01+02:00,10,8,21590,4,2,77209.0,40.178376183187034
75341, 2019-10-22T16:44:01+02:00,10,8,12168,4,2,77148.0,38.88018112156043
75342, 2019-10-18T10:39:01+02:00,10,8,23109,4,2,77209.0,38.81927710843374
75343, 2019-10-18T02:22:01+02:00,10,8,40,4,2,77148.0,40.59929407942345
75344, 2019-10-22T03:47:01+02:00,10,8,27335,4,2,77178.0,38.46210416390887
75345, 2019-10-17T16:41:01+02:00,10,8,18801,4,2,77148.0,40.633816915102145
75346, 2019-10-18T23:50:01+02:00,10,8,16309,4,2,77209.0,38.41384744979392
75347, 2019-10-17T16:20:01+02:00,10,8,27408,4,2,77117.0,38.57105538140021
75348, 2019-10-18T19:31:01+02:00,10,8,29593,4,2,77117.0,39.119682798447144
75349, 2019-10-22T09:37:01+02:00,10,8,30946,4,2,77117.0,40.28572736846925
75350, 2019-10-19T01:56:01+02:00,10,8,24885,4,2,77209.0,37.72359504843582
75351, 2019-10-21T19:37:01+02:00,10,8,931,4,2,77209.0,40.09317751105496
75352, 2019-10-20T14:20:01+02:00,10,8,9722,4,2,77209.0,40.55572258176812
75353, 2019-10-20T20:38:01+02:00,10,8,12889,4,2,77178.0,38.158109451260216
75354, 2019-10-21T19:23:01+02:00,10,8,11492,4,2,77209.0,37.91249195698134
75355, 2019-10-17T20:46:01+02:00,10,8,9914,4,2,77178.0,38.517556100925525
75356, 2019-10-23T04:10:01+02:00,10,8,15706,4,2,77117.0,38.131836543262175
75357, 2019-10-21T16:14:01+02:00,10,8,2341,4,2,77239.0,38.671049891411066
75358, 2019-10-21T09:42:01+02:00,10,8,27802,4,2,77178.0,38.07198583522381
75359, 2019-10-23T03:49:01+02:00,10,8,29200,4,2,77117.0,40.97804339315289
75360, 2019-10-23T18:45:01+02:00,10,8,146,4,2,77178.0,37.95560189408749
75361, 2019-10-17T15:17:01+02:00,10,8,2450,4,2,77117.0,41.34083915472006
75362, 2019-10-19T04:23:01+02:00,10,8,1420,4,2,77117.0,39.74663717178934
75363, 2019-10-22T03:26:01+02:00,10,8,1236,4,2,77117.0,39.52899626509978
75364, 2019-10-21T10:38:01+02:00,30,8,20408,4,2,216888.0,42.59623711105215
75365, 2019-10-21T03:45:01+02:00,30,8,25027,4,2,216918.0,41.34190150420059
75366, 2019-10-21T00:43:01+02:00,30,8,14072,4,2,216918.0,42.79576118525054
75367, 2019-10-21T01:32:01+02:00,30,8,3123,4,2,216979.0,41.86062912156548
75368, 2019-10-20T00:20:01+02:00,30,8,8603,4,2,216949.0,41.48882656558816
75369, 2019-10-23T05:55:01+02:00,30,8,31555,4,2,216857.0,43.03882254874256
75370, 2019-10-21T13:26:01+02:00,30,8,25572,4,2,216979.0,42.321909110698414
75371, 2019-10-23T23:25:01+02:00,30,8,22184,4,2,216888.0,42.01508209240168
75372, 2019-10-17T15:24:01+02:00,30,8,30010,4,2,216979.0,42.70825342763484
75373, 2019-10-20T04:11:01+02:00,30,8,16700,4,2,216979.0,42.40321453205505
75374, 2019-10-19T22:49:01+02:00,30,8,32185,4,2,216918.0,43.3737575606843
75375, 2019-10-17T18:40:01+02:00,30,8,8751,4,2,216949.0,42.60466092449701
75376, 2019-10-19T23:24:01+02:00,30,8,13863,4,2,216979.0,42.1507290313715
75377, 2019-10-22T13:56:01+02:00,30,8,30406,4,2,216979.0,42.87344623836532
75378, 2019-10-20T17:01:01+02:00,30,8,11989,4,2,216949.0,40.85188413521244
75379, 2019-10-22T06:35:01+02:00,30,8,26280,4,2,216888.0,42.383283330701616
75380, 2019-10-23T02:11:01+02:00,30,8,14069,4,2,216888.0,43.12539037318745
75381, 2019-10-21T07:50:01+02:00,30,8,27749,4,2,216888.0,41.83957391699931
75382, 2019-10-22T22:27:01+02:00,30,8,23466,4,2,216949.0,43.340483443589235
75383, 2019-10-17T07:00:01+02:00,30,8,22965,4,2,216949.0,42.503198622427874
75384, 2019-10-21T20:05:01+02:00,30,8,15910,4,2,216979.0,42.9030650037969
75385, 2019-10-19T05:12:01+02:00,30,8,24934,4,2,216857.0,43.47014543387365
75386, 2019-10-23T18:17:01+02:00,30,8,17163,4,2,216888.0,42.498530847573704
75387, 2019-10-17T21:35:01+02:00,30,8,21485,4,2,216918.0,43.36202857812134
75388, 2019-10-20T01:37:01+02:00,30,8,2746,4,2,216918.0,42.45621540682906
75389, 2019-10-22T07:03:01+02:00,30,8,8725,4,2,216888.0,41.66105970268055
75390, 2019-10-22T10:19:01+02:00,30,8,11560,4,2,216888.0,42.23060454573951
75391, 2019-10-17T13:39:01+02:00,30,8,20450,4,2,216888.0,42.755649239304944
75392, 2019-10-21T21:29:01+02:00,30,8,29162,4,2,216918.0,42.90329330468555
75393, 2019-10-20T08:30:01+02:00,30,8,12091,4,2,216918.0,41.840984017428525
75394, 2019-10-21T16:28:01+02:00,30,8,136,4,2,216888.0,41.82292398731666
75395, 2019-10-20T08:02:01+02:00,30,8,12177,4,2,216888.0,44.54004264073751
75396, 2019-10-19T19:54:01+02:00,30,8,20826,4,2,216979.0,42.9153263670737
75397, 2019-10-20T01:51:01+02:00,30,8,30574,4,2,216949.0,42.906000698075744
75398, 2019-10-20T08:16:01+02:00,30,8,6723,4,2,217010.0,40.38522900516564
75399, 2019-10-22T18:15:01+02:00,30,8,5042,4,2,216918.0,42.67119466818035
75400, 2019-10-22T18:29:01+02:00,30,8,26809,4,2,216888.0,42.02254962234323
75401, 2019-10-23T17:49:01+02:00,30,8,7616,4,2,216857.0,42.45723973847394
75402, 2019-10-21T18:27:01+02:00,30,8,5341,4,2,216979.0,40.4088038385286
75403, 2019-10-20T10:29:01+02:00,30,8,697,4,2,216888.0,43.46660501539642
75404, 2019-10-21T00:08:01+02:00,30,8,28486,4,2,216949.0,43.206952943403
75405, 2019-10-23T06:51:01+02:00,30,8,1003,4,2,216949.0,41.815214603781506
75406, 2019-10-22T07:17:01+02:00,30,8,11431,4,2,216949.0,39.759693018243695
75407, 2019-10-17T08:24:01+02:00,30,8,29048,4,2,216979.0,44.1683988582454
75408, 2019-10-18T06:20:01+02:00,30,8,31533,4,2,216979.0,42.258436631088266
75409, 2019-10-20T07:34:01+02:00,30,8,1432,4,2,216857.0,42.54018912500919
75410, 2019-10-19T07:11:01+02:00,30,8,20119,4,2,216918.0,41.850885396733766
75411, 2019-10-23T17:56:01+02:00,30,8,17463,4,2,216918.0,41.2037630986392
75412, 2019-10-17T14:21:01+02:00,30,8,7689,4,2,216888.0,42.9932751744282
75413, 2019-10-18T05:10:01+02:00,30,8,10041,4,2,216857.0,42.151527198416616
75414, 2019-10-18T14:30:01+02:00,30,8,16827,4,2,217010.0,40.320578983800445
75415, 2019-10-20T11:11:01+02:00,30,8,7474,4,2,216918.0,42.04337541104532
75416, 2019-10-23T09:18:01+02:00,30,8,27014,4,2,216979.0,43.23003443296679
75417, 2019-10-20T20:24:01+02:00,30,8,12034,4,2,216979.0,41.18270193590812
75418, 2019-10-18T23:15:01+02:00,30,8,100,4,2,216979.0,40.001827416741925
75419, 2019-10-18T13:27:01+02:00,30,8,28529,4,2,216918.0,41.99674385724384
75420, 2019-10-19T20:43:01+02:00,30,8,10584,4,2,216979.0,42.471774883422384
75421, 2019-10-22T23:37:01+02:00,30,8,32413,4,2,216979.0,43.25163480073322
75422, 2019-10-18T09:15:01+02:00,30,8,22022,4,2,216888.0,41.880452150094776
75423, 2019-10-22T18:50:01+02:00,5,16,29278,4,2,52154.0,29.25632420542034
75424, 2019-10-21T07:08:01+02:00,5,16,20676,4,2,52185.0,29.057535677819203
75425, 2019-10-18T04:07:01+02:00,5,16,28955,4,2,52215.0,32.76418534857312
75426, 2019-10-23T05:13:01+02:00,5,16,7393,4,2,52154.0,31.105444691176146
75427, 2019-10-17T03:51:01+02:00,5,16,16918,4,2,52185.0,28.046556934835277
75428, 2019-10-19T05:05:01+02:00,5,16,29456,4,2,52093.0,30.65125691853802
75429, 2019-10-18T14:02:01+02:00,5,16,28860,4,2,52185.0,33.196464065278796
75430, 2019-10-21T17:10:01+02:00,5,16,29289,4,2,52062.0,25.71559361283895
75431, 2019-10-23T12:06:01+02:00,5,16,29688,4,2,52215.0,25.225162810031872
75432, 2019-10-17T12:29:01+02:00,5,16,11686,4,2,52185.0,32.18974679587371
75433, 2019-10-19T14:04:01+02:00,5,16,22674,4,2,52093.0,23.909659375742066
75434, 2019-10-21T23:35:01+02:00,5,16,150,4,2,52154.0,30.156301687065827
75435, 2019-10-19T06:22:01+02:00,5,16,71,4,2,52185.0,32.587228439763
75436, 2019-10-19T09:17:01+02:00,5,16,12356,4,2,52185.0,27.705593821749115
75437, 2019-10-17T05:08:01+02:00,5,16,15103,4,2,52124.0,22.45271531853418
75438, 2019-10-19T13:57:01+02:00,5,16,19163,4,2,52185.0,29.08518820650274
75439, 2019-10-23T16:11:01+02:00,5,16,9675,4,2,52185.0,26.809693625422472
75441, 2019-10-22T23:09:01+02:00,5,16,73,4,2,52185.0,30.126187209083326
75442, 2019-10-17T17:58:01+02:00,5,16,24311,4,2,52185.0,24.488054607508534
75443, 2019-10-17T19:29:01+02:00,5,16,24816,4,2,52185.0,28.48810437452034
75444, 2019-10-20T18:39:01+02:00,5,16,19611,4,2,52185.0,31.032607217644337
75445, 2019-10-20T07:27:01+02:00,5,16,6648,4,2,52093.0,30.188061377245507
75446, 2019-10-18T23:01:01+02:00,5,16,6815,4,2,52093.0,30.77475685234306
75447, 2019-10-20T12:21:01+02:00,5,16,242,4,2,52185.0,29.53359470055428
75448, 2019-10-20T05:28:01+02:00,5,16,18290,4,2,52154.0,30.914913588426923
75449, 2019-10-18T03:39:01+02:00,5,16,28161,4,2,52093.0,27.897058823529413
75450, 2019-10-17T03:44:01+02:00,5,16,20516,4,2,52185.0,26.81996291514121
75451, 2019-10-18T17:18:01+02:00,5,16,7052,4,2,,
75452, 2019-10-22T11:57:01+02:00,5,16,4792,4,2,52185.0,31.1595112036735
75453, 2019-10-22T08:27:01+02:00,5,16,1547,4,2,52185.0,27.092716260288864
75454, 2019-10-17T17:09:01+02:00,5,16,30490,4,2,52124.0,28.90757177438247
75455, 2019-10-21T04:34:01+02:00,5,16,20271,4,2,52062.0,30.2170024111379
75456, 2019-10-18T16:08:01+02:00,5,16,30804,4,2,52154.0,27.469456398080823
75457, 2019-10-23T16:32:01+02:00,5,16,14659,4,2,52124.0,29.184918214582755
75458, 2019-10-17T16:55:01+02:00,5,16,13210,4,2,52154.0,31.89174177585902
75459, 2019-10-23T07:05:01+02:00,5,16,31391,4,2,52124.0,30.180587419956982
75460, 2019-10-17T05:57:01+02:00,5,16,30020,4,2,52185.0,28.856735776751496
75461, 2019-10-23T21:54:01+02:00,5,16,19227,4,2,52185.0,26.848055983497403
75462, 2019-10-19T17:06:01+02:00,5,16,32658,4,2,52124.0,28.902072618017012
75463, 2019-10-21T07:15:01+02:00,5,16,9349,4,2,52124.0,29.687808454835164
75464, 2019-10-23T07:12:01+02:00,5,16,1434,4,2,52185.0,28.301261699014386
75465, 2019-10-22T06:00:01+02:00,5,16,24236,4,2,52185.0,28.35523418850958
75466, 2019-10-18T14:23:01+02:00,5,16,5106,4,2,52124.0,29.617528349029403
75467, 2019-10-22T19:46:01+02:00,5,16,6287,4,2,52093.0,29.39999069031327
75468, 2019-10-19T12:19:01+02:00,5,16,23513,4,2,52093.0,30.560638048322776
75469, 2019-10-20T17:22:01+02:00,5,16,13627,4,2,52154.0,32.81409036597778
75470, 2019-10-23T12:48:01+02:00,5,16,32164,4,2,52093.0,30.747111548624424
75471, 2019-10-22T01:34:01+02:00,5,16,23599,4,2,52185.0,32.12138494807633
75472, 2019-10-21T08:18:01+02:00,5,16,10978,4,2,52185.0,29.057391658603652
75473, 2019-10-22T14:03:01+02:00,5,16,22206,4,2,52093.0,29.653041825095055
75474, 2019-10-23T01:57:01+02:00,5,16,1353,4,2,52124.0,26.856737253046255
75475, 2019-10-22T11:08:01+02:00,5,16,8087,4,2,52185.0,30.24895912991758
75476, 2019-10-21T05:58:01+02:00,5,16,13003,4,2,52185.0,29.4295760890799
75477, 2019-10-20T21:55:01+02:00,5,16,14819,4,2,52154.0,28.9428296048293
75478, 2019-10-22T11:01:01+02:00,5,16,8621,4,2,52185.0,28.56794934242572
75479, 2019-10-19T23:10:01+02:00,5,16,29351,4,2,52124.0,29.275901845637588
75480, 2019-10-19T03:34:01+02:00,5,16,3783,4,2,52154.0,31.216424534030924
75481, 2019-10-18T07:51:01+02:00,10,16,1716,4,2,96984.0,32.411977200210586
75482, 2019-10-17T16:48:01+02:00,10,16,15251,4,2,97045.0,32.87299187783443
75483, 2019-10-18T12:03:01+02:00,10,16,6287,4,2,97045.0,32.71108105061436
75484, 2019-10-20T21:41:01+02:00,10,16,22153,4,2,96954.0,34.30965703729485
75485, 2019-10-18T03:46:01+02:00,10,16,9040,4,2,96984.0,33.86739661511537
75486, 2019-10-21T00:29:01+02:00,10,16,27855,4,2,97045.0,35.510617545839864
75487, 2019-10-23T20:23:01+02:00,10,16,3153,4,2,97045.0,30.706225048001322
75489, 2019-10-21T05:16:01+02:00,10,16,16989,4,2,96954.0,34.59315818789454
75490, 2019-10-20T21:20:01+02:00,10,16,26744,4,2,97015.0,32.9707184423996
75491, 2019-10-19T08:21:01+02:00,10,16,18701,4,2,97045.0,35.307257578126745
75492, 2019-10-22T06:07:01+02:00,10,16,10455,4,2,97045.0,32.27112850490439
75493, 2019-10-17T22:38:01+02:00,10,16,16540,4,2,97076.0,32.17140661029977
75494, 2019-10-17T02:48:01+02:00,10,16,11660,4,2,96984.0,32.89192976255097
75495, 2019-10-18T23:22:01+02:00,10,16,20608,4,2,97045.0,31.389165636365817
75496, 2019-10-18T20:27:01+02:00,10,16,13141,4,2,97045.0,32.50755444409712
75497, 2019-10-23T23:11:01+02:00,10,16,19129,4,2,97045.0,33.31334541904894
75498, 2019-10-21T12:30:01+02:00,10,16,20783,4,2,97015.0,30.186980331885188
75499, 2019-10-21T07:36:01+02:00,10,16,21465,4,2,97045.0,31.948254035235784
75500, 2019-10-21T11:20:01+02:00,10,16,3158,4,2,97045.0,33.426915954841405
75501, 2019-10-18T14:16:01+02:00,10,16,31428,4,2,96984.0,32.25262159750111
75502, 2019-10-23T11:24:01+02:00,10,16,21191,4,2,97045.0,31.760520987248945
75503, 2019-10-18T07:58:01+02:00,10,16,2914,4,2,97045.0,34.49300110635432
75504, 2019-10-17T06:32:01+02:00,10,16,16578,4,2,97045.0,34.831598887986814
75505, 2019-10-21T21:43:01+02:00,10,16,7827,4,2,97015.0,33.83926241628251
75507, 2019-10-17T17:37:01+02:00,10,16,6827,4,2,97015.0,32.50146351396065
75508, 2019-10-17T21:56:01+02:00,10,16,12516,4,2,96954.0,34.42192848754404
75509, 2019-10-22T22:06:01+02:00,10,16,26875,4,2,96954.0,32.59335243680801
75510, 2019-10-17T01:45:01+02:00,10,16,3521,4,2,96954.0,32.07761501578454
75511, 2019-10-18T23:08:01+02:00,10,16,18327,4,2,97045.0,34.04908075491835
75512, 2019-10-21T22:46:01+02:00,10,16,29346,4,2,97015.0,29.509028634222368
75513, 2019-10-19T20:50:01+02:00,10,16,29860,4,2,96954.0,32.73833069620253
75514, 2019-10-23T17:14:01+02:00,10,16,24786,4,2,97045.0,34.43764956128689
75515, 2019-10-22T00:17:01+02:00,10,16,4747,4,2,96984.0,32.822093363219956
75516, 2019-10-19T19:05:01+02:00,10,16,5465,4,2,97045.0,32.51375198434673
75517, 2019-10-22T07:59:01+02:00,10,16,30113,4,2,97015.0,33.206185943917035
75518, 2019-10-21T15:46:01+02:00,10,16,20478,4,2,96954.0,32.03097292824211
75519, 2019-10-19T00:53:01+02:00,10,16,15459,4,2,96954.0,30.22378998760272
75520, 2019-10-20T00:34:01+02:00,10,16,19395,4,2,96954.0,32.15929488654669
75521, 2019-10-18T05:17:01+02:00,10,16,637,4,2,96984.0,36.24080735913624
75522, 2019-10-18T13:41:01+02:00,10,16,3328,4,2,97045.0,31.37544518373319
75523, 2019-10-21T21:36:01+02:00,10,16,23649,4,2,97045.0,31.520913037317566
75524, 2019-10-20T01:02:01+02:00,10,16,14069,4,2,97045.0,34.16677437168807
75525, 2019-10-23T22:43:01+02:00,10,16,13874,4,2,97045.0,31.092127097289655
75526, 2019-10-19T23:45:01+02:00,10,16,27405,4,2,96954.0,31.420675990979834
75527, 2019-10-19T06:08:01+02:00,10,16,6585,4,2,97045.0,34.296702416244116
75528, 2019-10-19T21:46:01+02:00,10,16,22239,4,2,96954.0,32.16272832801847
75529, 2019-10-21T12:51:01+02:00,10,16,9526,4,2,97045.0,30.824814002033936
75530, 2019-10-21T08:39:01+02:00,10,16,25743,4,2,96984.0,31.058397092655454
75531, 2019-10-18T07:23:01+02:00,10,16,25076,4,2,97015.0,32.78821325502506
75532, 2019-10-18T07:30:01+02:00,10,16,2700,4,2,97045.0,30.05435661738754
75533, 2019-10-23T05:48:01+02:00,10,16,17046,4,2,97076.0,33.15823715091203
75534, 2019-10-18T05:59:01+02:00,10,16,18384,4,2,97045.0,33.39350180505416
75535, 2019-10-17T03:58:01+02:00,10,16,8345,4,2,96984.0,31.52055633255241
75536, 2019-10-23T10:56:01+02:00,10,16,5669,4,2,96984.0,33.22586285445543
75537, 2019-10-17T17:44:01+02:00,30,16,5036,4,2,276489.0,35.20183586835633
75538, 2019-10-23T18:52:01+02:00,30,16,30033,4,2,276489.0,36.03899553729546
75539, 2019-10-23T10:00:01+02:00,30,16,19420,4,2,276428.0,34.546699275313365
75540, 2019-10-17T18:54:01+02:00,30,16,8060,4,2,276489.0,35.23194467285067
75541, 2019-10-20T19:49:01+02:00,30,16,7626,4,2,276458.0,36.92706579862098
75542, 2019-10-22T17:40:01+02:00,30,16,6939,4,2,276428.0,34.878932520423035
75543, 2019-10-22T13:28:01+02:00,30,16,7102,4,2,276397.0,34.91648273794926
75544, 2019-10-17T03:37:01+02:00,30,16,15091,4,2,276428.0,36.06235935757047
75545, 2019-10-20T19:28:01+02:00,30,16,12122,4,2,276397.0,35.626590168384965
75546, 2019-10-23T10:35:01+02:00,30,16,29579,4,2,276428.0,34.790673457101484
75547, 2019-10-20T12:49:01+02:00,30,16,18714,4,2,276489.0,35.04282129483025
75548, 2019-10-19T20:08:01+02:00,30,16,18962,4,2,276458.0,36.156999982845285
75549, 2019-10-21T01:53:01+02:00,30,16,27534,4,2,276428.0,35.29040148379729
75550, 2019-10-19T09:45:01+02:00,30,16,14555,4,2,276489.0,36.94721880680392
75551, 2019-10-20T01:23:01+02:00,30,16,16280,4,2,276397.0,35.24576764601061
75552, 2019-10-23T04:38:01+02:00,30,16,21708,4,2,276458.0,35.265273416916706
75553, 2019-10-19T12:47:01+02:00,30,16,26332,4,2,276458.0,34.49536611016169
75554, 2019-10-22T12:53:01+02:00,30,16,25128,4,2,276489.0,37.156738398526876
75555, 2019-10-22T04:43:01+02:00,30,16,18553,4,2,276489.0,34.41135931776392
75556, 2019-10-18T14:44:01+02:00,30,16,29313,4,2,276428.0,35.57086656034024
75557, 2019-10-23T16:25:01+02:00,30,16,32524,4,2,276489.0,37.79300321810443
75558, 2019-10-20T22:23:01+02:00,30,16,18114,4,2,276489.0,35.5279699611193
75559, 2019-10-20T14:13:01+02:00,30,16,27968,4,2,276397.0,34.58660774907109
75560, 2019-10-20T20:10:01+02:00,30,16,15071,4,2,276397.0,34.568887761174054
75561, 2019-10-17T10:58:01+02:00,30,16,805,4,2,276489.0,35.50034323489099
75562, 2019-10-18T04:49:01+02:00,30,16,20510,4,2,276428.0,34.94247536903924
75563, 2019-10-23T09:46:01+02:00,30,16,28416,4,2,276489.0,35.71744731974897
75564, 2019-10-20T20:45:01+02:00,30,16,8265,4,2,276489.0,35.1834232804447
75565, 2019-10-19T10:13:01+02:00,30,16,29659,4,2,276428.0,35.54866592331692
75566, 2019-10-18T16:43:01+02:00,30,16,8623,4,2,276428.0,35.75537290665307
75567, 2019-10-23T11:10:01+02:00,30,16,3975,4,2,276428.0,35.17807354411068
75568, 2019-10-21T01:25:01+02:00,30,16,4294,4,2,276458.0,34.215159010289675
75569, 2019-10-22T04:36:01+02:00,30,16,30308,4,2,276489.0,34.135143270180556
